Name,Rating,Pace,Shooting,Passing,Dribbling,Defense,Physical,Vision,Reflex,Composure,Jumping,Foot,Age
Agustín Alaniz,65,73,65,54,68,37,57,55,51,47,68,Right,22
Carlos Albarrán,65,75,53,56,60,57,72,51,62,49,66,Right,30
Miiko Albornoz,65,62,50,62,65,62,68,58,63,64,65,Left,33
Adrián Alcaraz,65,77,65,51,67,18,44,49,55,52,63,Right,24
Ibrahim Alhassan,65,65,50,61,62,62,73,65,64,62,77,Right,27
Bobby Allain,65,66,63,65,63,38,63,31,61,45,56,Right,32
Bastian Allgeier,65,73,29,56,59,58,71,55,60,54,62,Right,22
Kevin Amaro,65,73,39,52,56,65,68,43,45,50,66,Right,20
Giuseppe Ambrosino,65,75,61,58,64,40,70,56,63,57,81,Right,21
Isak Helstad Amundsen,65,67,37,48,59,65,72,37,60,52,77,Right,24
Hugo Ancajima,65,63,49,53,63,61,66,35,60,48,68,Right,26
Danny Andrew,65,56,54,62,62,62,69,61,62,62,66,Left,33
Matteo Angeli,65,81,49,53,52,64,67,55,62,58,84,Right,21
Anglada,65,63,35,50,55,65,68,42,61,57,70,Right,20
Kent-Are Antonsen,65,76,61,62,65,63,75,60,66,60,77,Left,29
Marcus Antonsson,65,77,63,53,64,38,74,55,62,63,78,Right,33
Apostolos Apostolopoulos,65,77,48,61,64,61,58,60,57,55,68,Left,21
Rob Apter,65,89,60,56,67,43,45,59,56,62,49,Left,21
Gabriel Aranda,65,53,30,42,50,65,72,33,64,55,72,Right,23
Kelvin Arase,65,82,53,55,71,31,47,57,60,52,50,Right,25
Miguel Araujo,65,62,36,48,58,64,71,27,63,65,73,Right,29
Jefferson Arce,65,77,66,62,66,42,57,63,62,60,65,Right,24
Theo Archibald,65,79,60,61,64,54,67,64,58,49,64,Left,26
Taïryk Arconte,65,71,66,59,68,28,58,51,52,57,70,Right,20
Allan Arigoni,65,89,38,49,59,60,74,44,53,52,82,Right,25
Sinclair Armstrong,65,89,63,52,61,23,77,53,61,55,87,Right,21
Taye Ashby-Hammond,65,64,64,62,65,23,64,38,61,31,37,Right,25
Fisnik Asllani,65,59,66,49,65,25,61,58,60,59,70,Right,22
David Atanga,65,88,62,56,65,39,51,60,59,46,61,Left,27
Mijaíl Avilés,65,67,63,67,65,64,62,69,57,65,66,Right,37
Jonah Ayunga,65,77,63,55,62,37,74,56,63,58,83,Right,27
Ayman Azhil,65,67,49,64,68,61,47,65,65,57,44,Right,23
Pedro Azogue,65,56,61,60,65,61,67,70,63,63,58,Right,30
Adriel Ba Loua,65,91,60,60,67,27,49,57,58,60,60,Left,28
Edgar Babayan,65,79,58,60,66,42,65,63,57,65,69,Right,28
David Babunski,65,66,61,65,67,55,63,68,62,66,67,Right,30
Mio Backhaus,65,65,60,60,69,19,63,40,62,32,48,Right,20
Nikolai Baden Frederiksen,65,74,64,60,67,23,63,62,65,66,71,Left,24
Loïc Badiashile,65,66,63,64,69,36,62,45,60,48,59,Right,26
Dominique Badji,65,74,60,53,64,38,72,57,64,61,80,Right,31
Youssouph Badji,65,70,62,51,64,28,71,59,63,58,75,Right,22
Baek Jong Beom,65,69,62,57,72,27,63,38,48,35,53,Right,23
Francisco Báez,65,54,28,41,42,67,64,39,63,59,76,Right,33
Sofian Bahloul,65,77,68,59,67,27,63,59,45,68,66,Left,24
Bentley Baxter Bahn,65,71,62,66,67,53,64,68,66,62,55,Right,32
Odin Bailey,65,82,58,63,66,52,60,65,62,64,61,Left,24
Stefan Bajic,65,66,65,65,65,25,64,43,60,25,41,Right,22
Victor Bak,65,82,51,59,63,58,68,52,57,55,80,Left,20
Waleed Bakhashwain,65,57,43,58,63,62,74,57,58,71,68,Right,34
Franco Baldassarra,65,67,59,63,65,60,63,62,64,58,58,Right,25
Enrico Baldini,65,76,66,59,70,28,51,61,59,58,60,Right,27
Óscar Baldomar,65,68,30,53,53,63,50,38,60,52,52,Right,28
Sacha Bansé,65,75,51,61,66,62,66,63,61,58,71,Right,23
Yusuf Barası,65,75,65,52,67,21,61,50,62,60,72,Right,21
Enzo Bardeli,65,64,59,60,68,47,48,65,60,65,40,Right,23
Louie Barry,65,90,60,54,68,28,58,60,56,61,74,Right,21
Norman Bassette,65,73,64,45,60,31,65,49,58,55,75,Left,19
Lewis Bate,65,70,55,65,69,57,50,67,64,67,44,Left,21
Oliver Batista Meier,65,73,63,60,71,31,45,59,62,60,45,Right,23
Roko Baturina,65,66,67,49,60,21,69,44,57,58,78,Left,24
Furkan Bayır,65,61,31,43,56,64,71,31,70,55,69,Right,24
Tom Bayliss,65,72,59,65,66,59,68,66,64,67,71,Right,25
Luca Bazzoli,65,62,41,51,60,66,74,46,66,57,75,Right,23
André Becker,65,55,64,41,59,28,76,48,62,61,83,Left,28
Omar Beckles,65,51,32,45,53,64,78,32,62,54,73,Left,32
Filip Bednarek,65,65,63,64,65,44,65,51,63,61,65,Right,31
Tjaš Begić,65,78,54,60,67,29,45,58,54,45,45,Right,21
Morten Behrens,65,66,68,64,66,26,65,54,50,35,52,Right,27
Florin Bejan,65,42,32,41,44,63,76,27,63,49,74,Right,33
Reda Belahyane,65,50,46,59,68,66,42,62,65,53,44,Right,20
Rafik Belghali,65,82,60,61,66,60,59,61,58,64,66,Right,22
Sam Bell,65,79,62,55,67,23,60,57,63,60,72,Right,22
Mohammed Ali Bemammer,65,52,39,53,49,63,83,50,59,55,81,Right,34
Salim Ben Seghir,65,66,67,61,69,29,32,48,71,47,46,Right,21
Darío,65,58,32,51,62,64,62,32,63,59,67,Right,21
Marcel Benger,65,54,49,58,60,63,70,51,58,65,65,Right,26
César Benítez,65,70,44,55,62,65,71,41,62,48,69,Right,34
Edgar Benítez,65,66,63,66,64,27,59,62,58,47,56,Left,36
Hugo Benítez,65,63,32,42,44,64,76,32,50,48,76,Right,25
Mason Bennett,65,75,60,61,66,42,73,64,63,62,83,Right,28
Joe Bennett,65,61,46,63,63,63,65,61,60,63,66,Left,34
Léider Berdugo,65,70,52,60,62,58,53,64,68,50,51,Left,22
Jo Inge Berget,65,64,65,64,63,53,75,64,69,66,74,Right,34
Emilio Bernad,65,68,65,67,67,42,63,30,50,27,54,Right,24
Fernando Bersano,65,68,31,56,63,63,49,49,55,67,45,Left,26
Vicente Besuijen,65,85,59,58,67,19,47,63,61,56,50,Right,23
Adel Bettaieb,65,72,65,53,65,22,63,58,56,59,72,Right,27
Ömer Beyaz,65,65,54,64,73,47,38,64,60,65,43,Left,21
Brian Beyer,65,67,64,54,66,35,76,56,67,64,77,Right,27
Flavio Bianchi,65,73,67,48,63,27,57,52,63,52,80,Right,24
Merveille Biankadi,65,77,59,61,68,55,75,63,62,58,75,Right,29
David Bingham,65,68,63,66,67,34,64,52,54,47,59,Right,34
Bjarki Steinn Bjarkason,65,63,58,63,67,48,55,63,60,58,50,Right,24
Brynjar Ingi Bjarnason,65,69,26,49,47,63,77,50,60,53,81,Right,24
Andreas Bjelland,65,32,44,58,52,64,67,54,57,65,66,Left,36
Cristian Blanco,65,76,34,48,58,64,61,35,61,56,71,Left,25
Thijmen Blokzijl,65,56,32,51,54,67,63,46,65,65,66,Right,19
Ole Didrik Blomberg,65,76,55,61,67,59,69,62,66,66,70,Right,24
Bror Blume,65,70,60,64,68,60,69,64,63,70,65,Right,32
Emmanuel Boateng,65,69,53,67,63,56,64,62,61,68,69,Right,27
Radu Boboc,65,72,51,61,62,61,67,64,62,63,70,Right,25
Benjamin Böckle,65,71,34,52,59,60,73,36,61,49,72,Left,22
Billy Bodin,65,69,64,63,69,46,56,65,64,65,67,Left,32
Ștefan Bodișteanu,65,81,55,60,68,37,59,59,57,57,56,Right,21
Florian Bohnert,65,77,40,54,60,60,67,51,59,47,73,Right,26
Kévin Boma,65,40,37,45,46,66,69,35,60,58,67,Right,21
Jack Bonham,65,66,62,65,65,43,64,46,58,60,62,Right,31
Alex Bono,65,64,63,62,69,34,61,49,63,49,63,Right,30
Rivaldinho,65,67,64,58,64,33,73,61,58,65,81,Right,29
Mihai Bordeianu,65,68,54,60,60,61,72,60,60,60,58,Right,32
Andrés Borge,65,68,33,50,55,66,69,44,60,45,74,Right,22
Léo Borges,65,72,45,62,63,61,66,59,58,64,71,Left,23
Axel Borgmann,65,69,53,63,65,59,70,59,63,68,64,Left,30
Tobias Børkeeiet,65,53,51,58,60,63,74,58,60,64,69,Right,25
Alexandar Borković,65,61,34,55,53,66,68,60,68,63,73,Left,25
Dylan Borrero,65,73,55,55,75,22,58,61,53,62,57,Right,22
Torgeir Børven,65,61,64,56,64,33,65,57,68,64,73,Right,32
Jesse Bosch,65,72,51,61,66,61,75,60,64,60,76,Right,24
Zacharie Boucher,65,67,61,65,68,56,63,33,62,61,72,Right,32
Sofyane Bouzamoucha,65,65,26,39,45,67,64,28,69,45,67,Right,24
Cohen Bramall,65,92,47,59,64,56,66,57,56,54,72,Left,28
Iker Bravo,65,66,66,54,65,23,56,55,61,47,70,Right,19
Louis Breunig,65,70,26,50,50,67,66,44,62,50,73,Left,20
Samuel Brolin,65,66,64,62,66,24,65,50,55,38,61,Right,23
Patrick Brough,65,74,50,54,58,60,80,55,61,60,83,Left,28
Kai Brünker,65,62,66,43,55,40,84,57,63,64,83,Right,30
Paris Brunner,65,68,66,51,67,27,59,50,59,59,69,Right,18
Andreas Bruus,65,79,53,63,62,58,67,61,59,59,72,Right,25
Jesús Bueno,65,58,50,62,60,64,65,65,60,50,63,Right,25
Guille Bueno,65,78,33,57,70,58,62,50,60,58,61,Left,21
Manu Bueno,65,60,60,58,65,61,57,60,62,52,57,Left,20
Rasim Bulić,65,46,36,51,54,65,75,44,63,53,62,Right,23
Lars Bünning,65,84,41,55,55,63,71,49,59,56,83,Left,26
Max Burgess,65,80,60,62,65,51,73,66,61,66,73,Left,29
Matt Butcher,65,56,60,63,62,62,74,65,62,62,69,Left,27
Dan Butler,65,73,45,57,62,59,71,54,62,56,76,Left,30
Alexandru Buzbuchi,65,64,62,65,66,36,67,29,61,21,48,Right,30
Vitor Gabriel,65,74,64,43,63,21,69,45,56,66,79,Right,24
Walter Cabrera,65,54,36,44,47,66,69,26,58,63,73,Right,34
Bruno Cabrera,65,68,50,55,58,64,71,55,65,55,72,Right,27
Bailey Cadamarteri,65,76,63,47,62,32,61,41,63,60,74,Right,19
Aaron Calver,65,62,33,51,52,62,77,43,59,57,78,Right,28
Pablo Camacho,65,65,43,58,54,65,67,42,57,46,74,Right,33
Etienne Camara,65,63,45,57,62,64,69,55,63,59,72,Left,21
Lyall Cameron,65,77,62,63,66,59,61,64,64,60,57,Right,21
Josh Campbell,65,70,60,62,67,60,73,62,67,60,68,Right,24
Simone Canestrelli,65,65,39,48,46,65,73,48,64,50,75,Right,24
Leonardo Capezzi,65,54,61,65,65,58,59,70,66,72,57,Right,29
Àlex Carbonell,65,49,59,63,67,64,67,63,63,60,62,Right,26
Rafael Santos,65,72,43,54,59,60,64,49,57,50,62,Left,26
Rudy Cardozo,65,71,62,66,66,54,51,67,68,63,47,Left,34
Sonny Carey,65,63,64,64,65,53,62,66,63,64,57,Right,23
Adam Carlén,65,60,43,56,66,60,78,56,62,68,72,Right,24
Trevor Carson,65,65,64,65,63,49,65,43,61,50,64,Right,36
Florian Carstens,65,54,27,43,43,64,75,32,58,54,75,Right,25
Marc Casadó,65,58,54,62,66,62,53,65,64,61,60,Right,21
Tino Casali,65,67,64,54,67,30,65,22,58,31,43,Right,28
Aljaž Casar,65,59,54,62,64,61,76,64,66,60,73,Right,23
Niklas Castro,65,72,63,61,67,42,61,64,56,65,63,Right,28
Matias Cavalleri,65,81,61,59,68,32,57,53,57,54,72,Right,26
Víctor Cedrón,65,68,61,63,65,41,48,69,64,63,53,Left,30
Michele Cerofolini,65,66,63,62,67,37,66,40,56,45,58,Right,25
Sava-Arangel Čestić,65,48,28,42,49,63,77,38,58,52,74,Right,23
Sofyan Chader,65,75,61,58,71,22,49,59,55,59,50,Right,24
Ilyas Chaira,65,74,61,59,68,40,54,61,62,59,69,Right,23
Wálter Chalá,65,80,64,59,66,37,64,60,59,59,76,Right,32
Joseph Champness,65,82,61,56,68,24,59,61,53,56,67,Right,27
Maikel Chang,65,69,51,62,64,58,52,68,57,47,53,Left,33
Pablo Chavarría,65,57,64,65,64,35,76,70,66,68,74,Right,36
Cheng Jin,65,73,59,63,64,44,51,63,56,55,45,Right,29
Cheng Yuelei,65,63,62,60,66,34,63,46,66,60,53,Right,36
Martín Chiatti,65,62,31,56,53,63,71,58,60,55,80,Right,31
Mattia Chiesa,65,67,62,67,65,39,61,37,63,49,61,Right,24
Ethan Chislett,65,74,61,64,65,54,62,66,64,61,58,Right,26
Choi Kyu Baek,65,62,28,51,44,64,72,50,65,66,73,Right,30
Michał Chrapek,65,53,60,65,68,60,64,64,64,67,55,Right,32
Sébastien Cibois,65,66,63,64,66,34,62,35,59,45,58,Right,26
Mateusz Cichocki,65,56,30,47,47,66,69,30,65,54,72,Right,32
Andrejs Cigaņiks,65,69,52,60,60,58,63,59,64,63,57,Left,27
Luca Cigarini,65,35,60,72,64,62,47,80,67,77,36,Right,38
Tolcay Ciğerci,65,63,59,65,70,38,60,58,59,57,63,Left,29
Alexandru Cîmpanu,65,78,60,59,67,35,59,62,62,56,63,Left,23
Giorgio Cittadini,65,45,28,39,40,68,62,25,58,45,65,Right,22
Sean Clare,65,73,50,58,62,62,72,59,60,65,78,Right,27
Caden Clark,65,78,61,62,68,46,60,62,60,57,58,Right,21
Yannis Clementia,65,66,64,63,66,38,65,32,59,41,59,Right,27
Alexandre Coeff,65,48,52,61,62,64,78,57,62,65,69,Right,32
Reece Cole,65,68,65,66,67,57,68,65,63,64,66,Right,26
Collado,65,62,67,62,64,34,54,59,59,54,65,Right,23
Will Collar,65,66,62,61,65,60,73,64,63,66,72,Right,27
Gabriel Compagnucci,65,75,58,59,63,59,62,62,61,58,73,Right,33
Callum Connolly,65,57,56,62,63,63,74,58,62,63,72,Right,26
Facinet Conte,65,83,64,45,67,19,50,52,63,59,70,Right,19
Anderson Contreras,65,62,61,62,65,57,67,64,63,48,59,Left,23
Andy Cook,65,52,65,53,59,28,84,55,65,63,87,Right,33
Tommaso Corazza,65,66,56,61,67,65,58,50,59,49,65,Right,20
Kobe Corbanie,65,74,53,62,66,60,49,53,45,58,49,Right,19
Juan Cornejo,65,74,57,63,63,63,72,55,66,61,80,Left,34
Miguel Cornejo,65,65,64,59,66,61,54,63,60,55,50,Right,24
Valentin Costache,65,75,61,58,68,29,62,58,61,62,65,Right,26
Cristian Costin,65,83,53,58,65,58,67,58,56,60,74,Right,26
Matthew Cox,65,67,63,65,66,30,65,42,51,40,41,Right,21
Valerio Crespi,65,78,63,57,63,34,68,58,63,60,84,Left,20
Valentin Crețu,65,69,31,53,58,60,75,46,58,50,63,Right,35
Max Crocombe,65,65,65,62,65,47,63,40,61,45,62,Right,31
Svenn Crone,65,75,41,58,64,59,66,56,65,56,65,Right,29
Héctor Cuellar,65,63,60,64,61,56,71,69,58,45,73,Right,24
Brahian Cuello,65,81,63,61,65,31,62,62,48,45,65,Right,26
Mladen Cvjetinovic,65,63,25,40,45,65,70,32,59,59,73,Left,20
Lennart Czyborra,65,73,46,59,64,60,69,47,62,64,63,Left,25
Pedro Moreira,65,35,63,62,62,62,67,67,65,69,59,Right,35
Erdon Daci,65,65,67,59,65,26,60,58,65,60,68,Left,26
Fredrik K. Dahl,65,67,41,54,60,65,66,48,64,56,74,Left,25
Pontus Dahlberg,65,67,62,61,68,39,66,44,48,53,58,Right,25
Leon Dajaku,65,76,60,60,66,21,63,59,62,55,70,Right,23
Marc Dal Hende,65,67,57,58,62,62,81,56,61,58,79,Left,33
Dalmau,65,67,67,52,65,40,57,53,63,66,69,Right,30
Bence Dárdai,65,65,54,64,67,24,47,72,65,65,51,Right,18
Juande,65,65,35,51,50,65,65,51,62,50,74,Right,25
Kevin De La Hoz,65,65,42,50,54,65,67,40,66,48,67,Right,26
Francesco De Rose,65,70,49,60,64,61,71,64,68,67,71,Right,37
Luís Phelipe,65,79,56,61,70,45,69,60,55,65,74,Right,23
Nils De Wilde,65,70,54,59,66,60,64,57,65,52,68,Right,21
Robbie Deas,65,53,32,47,56,65,63,39,61,51,67,Left,24
Duccio Degli Innocenti,65,71,51,64,65,61,67,60,65,60,68,Right,21
Carlos Delgado,65,43,36,51,51,67,66,51,64,59,73,Left,34
Mickey Demetriou,65,51,47,55,57,63,75,42,61,60,80,Left,33
Yohan Demoncy,65,63,48,64,65,60,75,64,64,66,70,Right,28
Kyle Dempsey,65,72,60,63,65,60,70,64,63,65,74,Right,28
Đorđe Denić,65,71,60,63,64,61,69,67,64,64,64,Right,28
Alfie Devine,65,66,59,63,65,52,57,65,62,62,62,Right,20
Yadaly Diaby,65,81,59,60,68,32,58,65,56,64,64,Right,24
Mamady Diambou,65,74,52,59,66,60,65,59,55,52,66,Right,21
Sory Ibrahim Diarra,65,78,64,49,57,26,73,55,60,66,84,Right,24
Vagner,65,79,66,63,70,31,57,64,65,65,64,Right,28
Justin Diehl,65,81,66,55,70,22,45,59,61,51,58,Right,19
Lars Dietz,65,62,37,53,58,63,73,55,61,63,74,Right,27
Marko Divković,65,80,58,62,65,56,64,65,62,60,73,Left,25
Lewis Dobbin,65,79,62,57,68,41,52,64,62,60,63,Right,21
Christos Donis,65,69,63,64,66,60,71,62,65,67,68,Right,29
Nick Doodeman,65,73,61,59,67,29,51,57,56,50,52,Right,27
Robson,65,73,38,51,44,62,76,25,66,49,78,Right,31
Daniel Dos Santos,65,65,58,65,65,39,50,66,65,64,45,Right,21
Diogo Calila,65,70,47,56,67,61,66,48,63,68,64,Right,25
Anderson,65,77,55,56,67,62,76,44,64,63,79,Right,26
Micael,65,70,26,45,51,64,71,30,60,47,75,Left,24
Damion Downs,65,68,65,51,60,24,58,51,60,56,72,Right,20
Issiar Dramé,65,68,26,40,49,65,70,40,60,55,79,Right,25
Manuel Duarte,65,72,64,65,67,46,57,65,59,55,56,Right,23
Edoardo Duca,65,66,61,65,67,58,60,61,70,60,54,Right,27
Michael Duffy,65,78,60,61,67,39,54,61,61,65,65,Right,30
Tomás Durso,65,66,58,55,69,26,69,25,58,37,51,Right,25
Daniel Edelman,65,70,39,56,56,66,67,62,63,63,68,Right,21
Malcom Edjouma,65,64,62,61,63,66,84,67,66,67,83,Right,27
Daniel Eid,65,78,55,57,59,57,68,48,58,46,70,Right,25
Noah Eile,65,73,26,45,49,63,72,35,58,51,73,Right,22
Anouar El Azzouzi,65,57,43,55,63,60,71,50,61,63,71,Right,23
Agon Elezi,65,67,56,62,61,64,57,60,63,53,60,Right,23
Mikael Egill Ellertsson,65,69,68,64,70,61,54,61,59,59,66,Left,22
Mario Engels,65,82,64,59,66,27,66,60,63,69,63,Right,30
Mads Enggård,65,65,56,60,67,60,58,64,64,63,50,Right,20
Jusef Erabi,65,80,64,49,65,26,76,58,53,59,82,Right,21
Victor Eriksson,65,62,36,49,48,63,76,34,62,59,75,Right,23
Ertuğrul Ersoy,65,49,29,42,50,64,76,36,62,58,73,Right,27
Tiri,65,50,38,54,49,66,72,48,55,55,72,Left,33
Santiago Etchebarne,65,58,25,37,37,67,73,29,51,46,69,Right,30
Jean Lambert Evan's,65,70,45,57,64,61,63,48,52,52,69,Left,25
George Evans,65,61,60,62,61,64,69,59,64,63,71,Right,29
Will Evans,65,73,63,58,61,50,74,56,63,58,77,Left,27
Omar Faraj,65,72,61,47,66,23,76,50,63,68,84,Right,22
Neil Farrugia,65,84,54,57,63,55,66,55,59,56,72,Left,25
Maryan Faryna,65,68,34,51,60,66,65,36,60,52,73,Left,21
Gianlucca Fatecha,65,72,63,60,64,48,56,64,64,51,54,Left,26
Betim Fazliji,65,68,41,56,59,64,73,53,58,55,71,Right,25
Gino Fechner,65,74,40,55,57,64,75,57,58,54,79,Right,27
Feng Jin,65,81,55,58,65,50,71,61,60,56,74,Right,31
Rodrigo Fernández,65,42,59,66,61,60,70,66,70,63,64,Right,28
Juan Ibiza,65,55,35,48,49,64,68,36,67,57,69,Left,29
Luis Fernández,65,69,67,57,67,30,60,70,59,69,64,Right,30
João Valido,65,63,65,66,64,25,65,41,64,30,50,Right,24
Ivan Filipović,65,66,61,60,68,25,64,38,59,29,58,Right,29
Ethan Finlay,65,73,62,61,65,42,60,61,62,65,68,Right,34
Ashley Fletcher,65,71,64,44,63,28,69,49,63,62,75,Right,28
Alberto Flores,65,65,66,63,64,30,63,35,58,30,57,Left,20
Sadik Fofana,65,69,45,57,58,62,73,57,59,48,79,Right,21
Boubacar Fofana,65,82,63,58,69,30,59,60,64,62,70,Left,26
Ben Folami,65,81,58,57,69,26,66,57,54,57,82,Right,25
Tyrese Fornah,65,62,58,62,67,62,72,66,63,66,64,Right,25
Omari Forson,65,72,60,63,68,31,51,60,55,63,51,Left,20
Héctor Fort,65,73,35,60,59,62,61,49,59,45,69,Right,18
Fortuño,65,63,64,64,65,42,65,48,64,40,54,Right,22
Matías Fracchia,65,59,47,54,49,63,73,39,67,55,73,Left,28
Marcus Fraser,65,71,39,53,59,65,75,50,61,62,74,Right,30
Ulrik Fredriksen,65,49,31,51,51,63,77,39,62,63,72,Right,25
Macklin Freke,65,66,61,67,67,40,60,36,65,32,59,Right,25
Juan Freytes,65,61,46,54,63,64,71,42,66,59,74,Left,24
Per Frick,65,74,62,57,59,36,85,62,72,70,87,Right,32
Ludvig Fritzson,65,72,62,61,65,61,76,63,67,65,80,Right,29
Fu Huan,65,76,35,57,61,62,61,56,59,58,67,Right,31
Marius Funk,65,65,65,62,65,39,63,28,60,31,58,Right,28
Borja Galán,65,61,65,62,64,33,62,60,66,57,64,Right,31
Sebastián Galani,65,68,46,60,60,61,64,65,63,62,57,Right,27
Nicolas Galazzi,65,71,66,64,66,42,57,64,65,63,69,Left,23
Declan Gallagher,65,31,31,47,47,64,76,43,58,59,70,Right,33
Valerică Găman,65,53,57,54,50,65,71,52,60,62,74,Right,35
Noah Ganaus,65,54,64,49,60,25,70,60,61,62,77,Right,23
Gao Tianyi,65,72,49,66,67,56,71,68,63,59,63,Right,26
Gustavo Garcia,65,77,39,55,68,60,55,45,60,47,57,Right,22
Gonzalo,65,66,59,60,67,44,60,60,62,63,62,Right,20
Jake Garrett,65,65,53,60,63,61,67,60,63,58,62,Left,21
Ben Garrity,65,79,61,60,64,62,74,62,65,64,88,Right,27
Paul Gartler,65,66,65,64,65,32,65,38,58,24,43,Right,27
Djeidi Gassama,65,80,60,55,71,26,61,57,62,58,75,Right,21
Dieudonné Gaucho Debohi,65,61,57,61,61,66,69,53,62,55,75,Right,23
Pep Gayà,65,47,32,49,51,65,71,38,60,52,69,Right,24
Max Geschwill,65,69,31,47,57,66,66,34,62,58,70,Left,23
Niklas Geyrhofer,65,57,30,47,46,65,70,48,62,58,71,Right,24
Valentin Gheorghe,65,82,62,59,67,44,64,58,57,61,71,Right,27
Andrea Ghion,65,61,46,66,67,63,63,70,63,64,64,Right,24
Alaa Ghram,65,71,36,50,59,64,69,43,62,52,78,Right,23
Alex Gilbey,65,78,63,61,65,58,80,63,65,61,81,Right,29
Alfie Gilchrist,65,60,37,53,53,65,65,50,60,62,59,Right,20
Macaulay Gillesphey,65,52,41,51,55,63,74,39,63,55,72,Left,28
Mark Gillespie,65,65,63,62,67,34,64,42,56,48,57,Right,32
Arnaldo Giménez,65,62,64,66,68,45,62,15,65,56,62,Left,37
Diago Giménez,65,65,54,61,61,66,64,60,60,60,67,Left,27
Lars Gindorf,65,67,66,59,65,36,58,61,64,57,61,Right,23
Gvidas Gineitis,65,57,58,66,66,52,64,57,60,57,65,Left,20
Patrick Göbel,65,73,52,64,65,56,63,62,60,60,56,Right,31
José de Jesús Godínez,65,68,62,54,64,30,71,53,62,61,82,Right,27
Robert Gojani,65,63,46,65,68,50,66,69,67,69,58,Right,31
Miguel Silva,65,74,40,56,63,58,73,42,60,55,66,Left,28
Emmanuel Gómez Riga,65,68,62,64,68,54,61,41,60,42,62,Right,23
Maximiliano González,65,56,52,57,62,63,70,63,57,49,66,Right,20
Facundo González,65,53,31,50,45,66,66,39,57,45,71,Left,21
Alfon,65,76,64,59,67,32,55,62,60,56,67,Right,25
Jacobo,65,76,65,62,69,33,48,62,52,64,52,Right,27
Liam Gordon,65,80,47,54,61,57,70,53,61,61,66,Left,25
Daniel Graovac,65,36,40,57,48,65,70,45,65,58,65,Right,31
Tayvon Gray,65,78,30,52,64,62,64,44,60,58,62,Right,22
Alexandru Greab,65,62,66,56,70,33,62,50,62,30,60,Right,32
Lee Gregory,65,51,66,56,61,28,72,62,66,68,71,Right,36
Patrick Greil,65,68,62,65,65,51,63,65,61,64,64,Right,28
Jack Grimmer,65,73,53,54,62,62,73,53,62,54,76,Right,30
Sebastian Grønning,65,68,63,53,62,27,72,57,63,64,77,Right,27
Darijo Grujčić,65,64,23,42,46,65,74,41,60,55,78,Left,25
David Gugganig,65,48,36,48,46,66,67,35,60,62,68,Left,27
John Guidetti,65,42,67,61,63,37,71,61,67,67,72,Right,32
Gökhan Gül,65,61,29,53,60,65,68,51,65,52,67,Right,26
Muhammed Gümüşkaya,65,72,61,64,66,53,58,62,61,65,56,Left,23
Lasse Günther,65,83,59,61,67,55,63,57,63,59,70,Left,21
Gustavo Santos,65,74,64,53,62,23,67,53,61,53,79,Right,28
Daniel Gutiérrez,65,63,22,46,60,65,70,26,61,61,72,Left,21
Maximiliano Gutiérrez,65,76,47,53,63,58,70,50,58,57,64,Right,20
Samuel Guzmán,65,71,56,61,64,56,55,62,62,55,53,Left,23
Gabriel Hachen,65,69,63,63,71,59,47,66,62,73,55,Left,33
Steffen Hagen,65,32,36,51,46,67,65,46,68,67,62,Right,38
Stefan Hajdin,65,65,61,65,63,59,68,67,64,60,70,Left,30
Besar Halimi,65,61,62,63,69,53,53,66,61,61,43,Left,29
Grant Hall,65,55,39,47,44,65,69,45,63,59,72,Right,32
George Hall,65,82,58,63,67,61,65,64,65,66,71,Right,20
Daniel Hall,65,76,24,44,53,63,77,43,57,60,78,Right,25
Melker Hallberg,65,65,64,66,66,61,68,65,65,63,63,Right,28
Andy Halliday,65,58,61,64,65,64,71,59,58,68,59,Left,32
Aapo Halme,65,47,21,45,55,63,71,32,62,62,70,Right,26
Brendan Hamill,65,33,41,51,49,67,65,42,58,58,64,Right,31
Ethan Hamilton,65,60,64,63,65,60,78,62,63,64,75,Left,25
Mansour Hamzi,65,81,62,59,67,49,65,65,69,55,77,Right,32
Sergiu Hanca,65,77,61,64,66,59,68,63,59,62,76,Right,32
Simon Handle,65,83,58,56,69,55,60,58,60,51,63,Right,31
Kornelius N. Hansen,65,71,64,57,74,35,61,58,64,65,60,Right,23
Ian Harkes,65,66,61,62,64,60,72,65,61,63,65,Right,29
Luke Harris,65,66,63,63,68,43,58,62,63,68,56,Right,19
Denis Haruț,65,72,41,60,58,64,71,54,63,61,74,Right,25
Sigurd Haugen,65,81,62,52,65,32,78,55,64,66,82,Right,27
He Chao,65,74,55,62,62,62,76,63,66,61,80,Right,29
Nias Hefti,65,71,43,57,65,59,54,52,64,55,55,Left,24
Torbjørn L. Heggem,65,70,39,57,58,64,69,56,62,63,72,Right,25
Henrik Heggheim,65,72,33,51,57,64,71,47,60,62,76,Right,23
Anton Heinz,65,71,64,65,62,51,66,64,69,59,68,Left,26
Thiago Helguera,65,71,44,57,63,60,64,65,62,45,58,Right,18
Lennard Hens,65,58,62,65,63,57,50,70,55,67,48,Right,28
Nicolás Hernández,65,70,21,51,49,64,75,32,58,56,80,Left,26
Robert Hernández,65,71,64,60,67,41,64,65,58,66,59,Right,31
Javi Hernández,65,74,61,63,66,37,48,63,60,57,51,Left,20
Manu Hernando,65,60,42,49,58,65,72,38,64,53,71,Right,26
